,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
1076,93.0,24.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,1.0,0.0,20.0,,,,,,
1077,105.0,22284.0,0.0,0.0,0.0,0.0,,,22283.0,,,,,,,,0.0,3.0,1.0,,,,,,
1078,105.0,22284.0,0.0,0.0,0.0,0.0,,,22283.0,,,,,,,,0.0,3.0,1.0,,,,,,
1079,95.0,22278.0,0.0,0.0,0.0,0.0,,,22277.0,,,,,,,,0.0,5.0,1.0,,,,,,
1080,113.0,54676.0,0.0,0.0,0.0,0.0,,,54675.0,,,,,,,,0.0,5.0,1.0,,,,,,
1081,89.0,54614.0,0.0,0.0,0.0,0.0,,,54613.0,,,,,,,,0.0,4.0,1.0,,,,,,
1082,92.0,59005.0,0.0,0.0,0.0,0.0,,,59004.0,,,,,,,,0.0,5.0,1.0,,,,,,
1083,214.0,45102.0,0.0,0.0,0.0,0.0,,,45101.0,,,,,,,,0.0,7.0,1.0,,,,,,
1084,220.0,22284.0,0.0,0.0,0.0,0.0,,,22283.0,,,,,,,,0.0,3.0,1.0,,,,,,
1085,159.0,61360.0,0.0,0.0,0.0,0.0,,,61359.0,,,,,,,,1.0,2.0,1.0,,,,,,
1086,283.0,54622.0,0.0,0.0,0.0,0.0,,,54621.0,,,,,,,,0.0,3.0,1.0,,,,,,
1087,283.0,54622.0,0.0,0.0,0.0,0.0,,,54621.0,,,,,,,,0.0,3.0,1.0,,,,,,
1088,383.0,54676.0,0.0,0.0,0.0,0.0,,,54675.0,,,,,,,,0.0,9.0,1.0,,,,,,
1089,47.0,14.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,0.0,0.0,,,,,,
1090,53.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,1.0,,,,,,
1091,59.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,0.0,1.0,,,,,,
1093,40.0,7.0,3.0,1.0714285714285714,2.0,5.0,,,6.0,,,,,,,,1.0,0.0,1.0,,,,,,
1094,39.0,5.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1.0,0.0,2.0,,,,,,
1096,50.0,6.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,0.0,0.0,1.0,,,,,,
1097,200.0,21.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,0.0,0.0,0.0,,,,,,
1098,48.0,8.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,0.0,1.0,,,,,,
1099,150.0,5.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,0.0,0.0,0.0,,,,,,
1100,478.0,11.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,2.0,3.0,5.0,,,,,,
1101,45.0,4027.0,5948.0,3.2822889937367212,38.0,84.44444444444444,,,4026.0,,,,,,,,1.0,2.0,1.0,,,,,,
1102,96.0,4027.0,19667.0,5.087275473884612,89.0,92.70833333333334,,,4026.0,,,,,,,,0.0,9.0,1.0,,,,,,
1103,17.0,2884.0,0.0,0.0,0.0,0.0,,,2884.0,,,,,,,,0.0,0.0,0.0,,,,,,
1104,72.0,7130.0,0.0,0.0,0.0,0.0,,,7129.0,,,,,,,,1.0,2.0,1.0,,,,,,
1106,190.0,16064.0,0.0,0.0,0.0,0.0,,,16063.0,,,,,,,,0.0,14.0,1.0,,,,,,
1107,60.0,7130.0,0.0,0.0,0.0,0.0,,,7129.0,,,,,,,,1.0,2.0,1.0,,,,,,
1109,96.0,4027.0,19667.0,5.087275473884612,89.0,92.70833333333334,,,4026.0,,,,,,,,0.0,11.0,1.0,,,,,,
1110,4898431.0,42.0,0.0,0.0,0.0,0.0,,,34.0,,,,,,,,4.0,23.0,8.0,,,,,,
1111,50000.0,231.0,8024152.0,69.47317748917749,50000.0,100.0,,,192.0,,,,,,,,5.0,2.0,39.0,,,,,,
1112,50000.0,231.0,8024152.0,69.47317748917749,50000.0,100.0,,,192.0,,,,,,,,5.0,2.0,39.0,,,,,,
1113,494020.0,42.0,0.0,0.0,0.0,0.0,,,34.0,,,,,,,,4.0,23.0,8.0,,,,,,
1114,50000.0,231.0,8024152.0,69.47317748917749,50000.0,100.0,,,192.0,,,,,,,,5.0,2.0,39.0,,,,,,
1115,151.0,7.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,3.0,5.0,,,,,,
1116,6598.0,170.0,0.0,0.0,0.0,0.0,,,167.0,,,,,,,,1.0,2.0,3.0,,,,,,
1117,81.0,13.0,0.0,0.0,0.0,0.0,,,12.0,,,,,,,,0.0,3.0,1.0,,,,,,
1119,32561.0,16.0,4262.0,0.8180799115506281,2399.0,7.367709836921471,,,7.0,,,,,,,,2.0,2.0,9.0,,,,,,
1120,19020.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1121,294.0,12.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,4.0,2.0,4.0,,,,,,
1122,413.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1123,405.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1124,201.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1125,146.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1126,412.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1127,421.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1128,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1129,384.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1130,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1131,193.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1132,203.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1133,347.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1134,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1135,355.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1136,250.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1137,546.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1138,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1139,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1140,324.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1141,130.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1142,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1143,363.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1144,329.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1145,630.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1146,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1147,337.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1148,468.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1149,458.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1150,470.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1151,138.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1152,267.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1153,484.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1154,187.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1155,195.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1156,275.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1157,321.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1158,604.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1159,259.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1160,410.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1161,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1162,322.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1163,386.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1164,185.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1165,542.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1166,1545.0,10937.0,0.0,0.0,0.0,0.0,,,10936.0,,,,,,,,1.0,2.0,1.0,,,,,,
1167,320.0,9.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,1.0,2.0,2.0,,,,,,
1169,539383.0,8.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1.0,2.0,5.0,,,,,,
1177,1000000.0,18.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,14.0,22.0,18.0,,,,,,
1178,663552.0,13.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,7.0,2.0,13.0,,,,,,
1179,1000000.0,13.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,4.0,3.0,13.0,,,,,,
1180,1000000.0,23.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,23.0,2.0,23.0,,,,,,
1181,1000000.0,45.0,0.0,0.0,0.0,0.0,,,44.0,,,,,,,,1.0,2.0,1.0,,,,,,
1182,1000000.0,15.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,2.0,13.0,,,,,,
1183,1000000.0,37.0,0.0,0.0,0.0,0.0,,,36.0,,,,,,,,0.0,6.0,1.0,,,,,,
1184,1000000.0,17.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,0.0,,2.0,,,,,,
1185,1000000.0,14.0,0.0,0.0,0.0,0.0,,,13.0,,,,,,,,0.0,3.0,1.0,,,,,,
1186,1000000.0,20.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,5.0,6.0,,,,,,
1187,1000000.0,33.0,0.0,0.0,0.0,0.0,,,33.0,,,,,,,,0.0,0.0,0.0,,,,,,
1188,1000000.0,14.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,3.0,0.0,7.0,,,,,,
1189,1000000.0,16.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,0.0,0.0,1.0,,,,,,
1190,1000000.0,22.0,0.0,0.0,0.0,0.0,,,22.0,,,,,,,,0.0,0.0,0.0,,,,,,
1191,1000000.0,19.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,6.0,0.0,8.0,,,,,,
1192,1000000.0,26.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,3.0,0.0,8.0,,,,,,
1193,31104.0,10.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,4.0,0.0,7.0,,,,,,
1194,1000000.0,14.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,3.0,0.0,7.0,,,,,,
1195,1000000.0,16.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,0.0,0.0,,,,,,
1196,1000000.0,12.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,3.0,0.0,10.0,,,,,,
1197,177147.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
1198,1000000.0,19.0,0.0,0.0,0.0,0.0,,,19.0,,,,,,,,0.0,0.0,0.0,,,,,,
1199,17496.0,10.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,3.0,0.0,3.0,,,,,,
1200,59049.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
1201,116640.0,10.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,4.0,0.0,8.0,,,,,,
1202,1000000.0,13.0,0.0,0.0,0.0,0.0,,,13.0,,,,,,,,0.0,0.0,0.0,,,,,,
1203,177147.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
1204,531441.0,12.0,0.0,0.0,0.0,0.0,,,12.0,,,,,,,,0.0,0.0,0.0,,,,,,
1205,1000000.0,15.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,1.0,2.0,1.0,,,,,,
1206,1000000.0,37.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,0.0,0.0,0.0,,,,,,
1207,1000000.0,41.0,0.0,0.0,0.0,0.0,,,41.0,,,,,,,,0.0,0.0,0.0,,,,,,
1208,1000000.0,91.0,0.0,0.0,0.0,0.0,,,91.0,,,,,,,,0.0,0.0,0.0,,,,,,
1209,1000000.0,13.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,1.0,11.0,3.0,,,,,,
1210,1000000.0,33.0,0.0,0.0,0.0,0.0,,,33.0,,,,,,,,0.0,0.0,0.0,,,,,,
1211,1000000.0,23.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,23.0,2.0,23.0,,,,,,
1212,1000000.0,45.0,0.0,0.0,0.0,0.0,,,44.0,,,,,,,,1.0,2.0,1.0,,,,,,
1213,78732.0,11.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,2.0,0.0,3.0,,,,,,
1214,1000000.0,15.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,9.0,1.0,,,,,,
1216,1496391.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1217,149639.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1218,1997410.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1219,399482.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1220,39948.0,12.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,2.0,1.0,,,,,,
1222,20000.0,17.0,10000.0,2.941176470588235,0.0,0.0,,,16.0,,,,,,,,1.0,3.0,1.0,,,,,,
1226,798964.0,12.0,399482.0,4.166666666666666,0.0,0.0,,,11.0,,,,,,,,1.0,3.0,1.0,,,,,,
1228,144.0,77.0,0.0,0.0,0.0,0.0,,,73.0,,,,,,,,3.0,0.0,4.0,,,,,,
1233,945.0,6374.0,0.0,0.0,0.0,0.0,,,6373.0,,,,,,,,0.0,7.0,1.0,,,,,,
1235,1000000.0,10.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,1.0,2.0,4.0,,,,,,
1236,1000000.0,4.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,4.0,,,,,,
1237,1000000.0,4.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,4.0,,,,,,
1238,1000000.0,4.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,4.0,,,,,,
1240,1076790.0,30.0,7275.0,0.02252064005052053,4085.0,0.3793683076551602,,,13.0,,,,,,,,2.0,2.0,17.0,,,,,,
1241,488565.0,9.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,1.0,2.0,1.0,,,,,,
1242,98528.0,101.0,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,1.0,2.0,1.0,,,,,,
1245,442.0,24.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,2.0,0.0,3.0,,,,,,
1351,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1352,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1353,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1354,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1355,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1356,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1357,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1358,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1359,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,19.0,6.0,33.0,,,,,,
1360,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1361,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1362,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1363,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1364,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1365,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1366,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1367,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1368,1000000.0,39.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,4.0,6.0,33.0,,,,,,
1369,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1370,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1371,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1372,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1373,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1374,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1375,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1376,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1377,1000000.0,37.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,35.0,2.0,37.0,,,,,,
1378,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1379,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1380,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1381,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1382,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1383,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1384,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1385,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1386,1000000.0,17.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,26.0,1.0,,,,,,
1387,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1388,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1389,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1390,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1391,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1392,1000000.0,70.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,61.0,24.0,70.0,,,,,,
1393,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1394,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1395,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1396,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1397,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1398,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1399,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1400,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1401,1000000.0,26.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,4.0,7.0,11.0,,,,,,
1402,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1403,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1404,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1405,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1406,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1407,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1408,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1409,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1410,1000000.0,19.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,9.0,4.0,16.0,,,,,,
1412,226.0,24.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,2.0,2.0,3.0,,,,,,
1413,150.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,3.0,1.0,,,,,,
1414,10886.0,12.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,2.0,0.0,6.0,,,,,,
1419,24.0,5.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,3.0,,5.0,,,,,,
1420,209.0,8.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,,1.0,,,,,,
1424,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1425,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1426,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1427,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1428,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1429,32561.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1430,48842.0,124.0,0.0,0.0,0.0,0.0,,,124.0,,,,,,,,0.0,0.0,0.0,,,,,,
1432,62.0,2001.0,0.0,0.0,0.0,0.0,,,2001.0,,,,,,,,0.0,0.0,0.0,,,,,,
1433,7089.0,5.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,0.0,0.0,0.0,,,,,,
1434,86.0,7130.0,0.0,0.0,0.0,0.0,,,7130.0,,,,,,,,0.0,0.0,0.0,,,,,,
1435,862.0,3.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,0.0,,,,,,
1436,1000.0,25.0,0.0,0.0,0.0,0.0,,,25.0,,,,,,,,0.0,0.0,0.0,,,,,,
1441,123.0,40.0,0.0,0.0,0.0,0.0,,,39.0,,,,,,,,1.0,2.0,1.0,,,,,,
1442,253.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
1443,661.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
1444,1043.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
1446,296.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
1447,327.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
1448,194.0,40.0,0.0,0.0,0.0,0.0,,,39.0,,,,,,,,1.0,2.0,1.0,,,,,,
1449,253.0,38.0,0.0,0.0,0.0,0.0,,,37.0,,,,,,,,1.0,2.0,1.0,,,,,,
